Concurso,Faixa,Ganhadores,Prêmio
593,15 Acertos,4,"R$ 934.664,56"
593,14 Acertos,622,"R$ 1.275,61"
593,13 Acertos,22988,"R$ 12,50"
593,12 Acertos,295679,"R$ 5,00"
593,11 Acertos,1649560,"R$ 2,50"
592,15 Acertos,0,"R$ 0,00"
592,14 Acertos,315,"R$ 2.567,78"
592,13 Acertos,14618,"R$ 12,50"
592,12 Acertos,190335,"R$ 5,00"
592,11 Acertos,1147118,"R$ 2,50"
591,15 Acertos,3,"R$ 543.400,89"
591,14 Acertos,796,"R$ 1.253,87"
591,13 Acertos,24433,"R$ 12,50"
591,12 Acertos,242703,"R$ 5,00"
591,11 Acertos,1214464,"R$ 2,50"
590,15 Acertos,2,"R$ 900.878,09"
590,14 Acertos,504,"R$ 1.532,11"
590,13 Acertos,16570,"R$ 12,50"
590,12 Acertos,219440,"R$ 5,00"
590,11 Acertos,1203971,"R$ 2,50"
589,15 Acertos,3,"R$ 634.634,41"
589,14 Acertos,359,"R$ 2.272,86"
589,13 Acertos,13955,"R$ 12,50"
589,12 Acertos,218339,"R$ 5,00"
589,11 Acertos,1203285,"R$ 2,50"
588,15 Acertos,2,"R$ 711.241,44"
588,14 Acertos,434,"R$ 1.404,69"
588,13 Acertos,17732,"R$ 12,50"
588,12 Acertos,261699,"R$ 5,00"
588,11 Acertos,1400021,"R$ 2,50"
587,15 Acertos,4,"R$ 210.422,78"
587,14 Acertos,980,"R$ 525,83"
587,13 Acertos,29881,"R$ 12,50"
587,12 Acertos,334590,"R$ 5,00"
587,11 Acertos,1495137,"R$ 2,50"
586,15 Acertos,7,"R$ 226.653,62"
586,14 Acertos,631,"R$ 1.077,59"
586,13 Acertos,19089,"R$ 12,50"
586,12 Acertos,224945,"R$ 5,00"
586,11 Acertos,1110458,"R$ 2,50"
615,15 Acertos,0,"R$ 0,00"
615,14 Acertos,242,"R$ 1.550,86"
615,13 Acertos,9713,"R$ 12,50"
615,12 Acertos,116484,"R$ 5,00"
615,11 Acertos,624296,"R$ 2,50"
585,15 Acertos,3,"R$ 502.480,27"
585,14 Acertos,450,"R$ 1.435,66"
585,13 Acertos,16309,"R$ 12,50"
585,12 Acertos,225856,"R$ 5,00"
585,11 Acertos,1231405,"R$ 2,50"
584,15 Acertos,3,"R$ 562.616,10"
584,14 Acertos,441,"R$ 1.640,28"
584,13 Acertos,13027,"R$ 12,50"
584,12 Acertos,167793,"R$ 5,00"
584,11 Acertos,961223,"R$ 2,50"
583,15 Acertos,1,"R$ 1.266.644,04"
583,14 Acertos,798,"R$ 971,79"
583,13 Acertos,22000,"R$ 12,50"
583,12 Acertos,207198,"R$ 5,00"
583,11 Acertos,1075231,"R$ 2,50"
582,15 Acertos,5,"R$ 125.093,87"
582,14 Acertos,1168,"R$ 327,85"
582,13 Acertos,62827,"R$ 12,50"
582,12 Acertos,372211,"R$ 5,00"
582,11 Acertos,1556302,"R$ 2,50"
581,15 Acertos,8,"R$ 160.241,06"
581,14 Acertos,1077,"R$ 728,74"
581,13 Acertos,29297,"R$ 12,50"
581,12 Acertos,302521,"R$ 5,00"
581,11 Acertos,1395685,"R$ 2,50"
580,15 Acertos,4,"R$ 438.982,21"
580,14 Acertos,305,"R$ 2.467,35"
580,13 Acertos,12594,"R$ 12,50"
580,12 Acertos,181480,"R$ 5,00"
580,11 Acertos,1062602,"R$ 2,50"
579,15 Acertos,4,"R$ 359.931,80"
579,14 Acertos,872,"R$ 1.010,85"
579,13 Acertos,22931,"R$ 12,50"
579,12 Acertos,240902,"R$ 5,00"
579,11 Acertos,1207526,"R$ 2,50"
578,15 Acertos,2,"R$ 904.717,13"
578,14 Acertos,397,"R$ 1.953,33"
578,13 Acertos,14876,"R$ 12,50"
578,12 Acertos,185023,"R$ 5,00"
578,11 Acertos,1069786,"R$ 2,50"
577,15 Acertos,2,"R$ 828.762,36"
577,14 Acertos,507,"R$ 1.401,12"
577,13 Acertos,23593,"R$ 12,50"
577,12 Acertos,209147,"R$ 5,00"
577,11 Acertos,1185808,"R$ 2,50"
576,15 Acertos,2,"R$ 761.051,27"
576,14 Acertos,458,"R$ 1.424,30"
576,13 Acertos,15938,"R$ 12,50"
576,12 Acertos,223371,"R$ 5,00"
576,11 Acertos,1245607,"R$ 2,50"
575,15 Acertos,3,"R$ 488.591,66"
575,14 Acertos,562,"R$ 1.117,78"
575,13 Acertos,19209,"R$ 12,50"
575,12 Acertos,243515,"R$ 5,00"
575,11 Acertos,1221767,"R$ 2,50"
574,15 Acertos,2,"R$ 895.020,07"
574,14 Acertos,236,"R$ 3.250,68"
574,13 Acertos,11996,"R$ 12,50"
574,12 Acertos,178066,"R$ 5,00"
574,11 Acertos,985987,"R$ 2,50"
573,15 Acertos,10,"R$ 144.750,16"
573,14 Acertos,738,"R$ 1.200,84"
573,13 Acertos,22769,"R$ 12,50"
573,12 Acertos,237282,"R$ 5,00"
573,11 Acertos,1175010,"R$ 2,50"
572,15 Acertos,8,"R$ 208.278,57"
572,14 Acertos,537,"R$ 1.329,79"
572,13 Acertos,17762,"R$ 12,50"
572,12 Acertos,206388,"R$ 5,00"
572,11 Acertos,1132891,"R$ 2,50"
601,15 Acertos,1,"R$ 1.549.579,97"
601,14 Acertos,412,"R$ 1.611,91"
601,13 Acertos,17057,"R$ 12,50"
601,12 Acertos,233981,"R$ 5,00"
601,11 Acertos,1391101,"R$ 2,50"
571,15 Acertos,1,"R$ 2.000.714,60"
571,14 Acertos,409,"R$ 2.096,46"
571,13 Acertos,12619,"R$ 12,50"
571,12 Acertos,167577,"R$ 5,00"
571,11 Acertos,1045766,"R$ 2,50"
570,15 Acertos,5,"R$ 340.385,74"
570,14 Acertos,1211,"R$ 860,44"
570,13 Acertos,14428,"R$ 12,50"
570,12 Acertos,180764,"R$ 5,00"
570,11 Acertos,1141748,"R$ 2,50"
569,15 Acertos,3,"R$ 649.261,12"
569,14 Acertos,424,"R$ 1.968,78"
569,13 Acertos,14729,"R$ 12,50"
569,12 Acertos,191379,"R$ 5,00"
569,11 Acertos,1107683,"R$ 2,50"
568,15 Acertos,2,"R$ 945.550,01"
568,14 Acertos,296,"R$ 2.738,08"
568,13 Acertos,12319,"R$ 12,50"
568,12 Acertos,188348,"R$ 5,00"
568,11 Acertos,1093798,"R$ 2,50"
567,15 Acertos,1,"R$ 1.396.811,92"
567,14 Acertos,484,"R$ 1.236,85"
567,13 Acertos,19068,"R$ 12,50"
567,12 Acertos,258278,"R$ 5,00"
567,11 Acertos,1433615,"R$ 2,50"
561,15 Acertos,2,"R$ 755.984,07"
561,14 Acertos,715,"R$ 1.294,67"
561,13 Acertos,18107,"R$ 12,50"
561,12 Acertos,220613,"R$ 5,00"
561,11 Acertos,1249894,"R$ 2,50"
560,15 Acertos,4,"R$ 314.489,59"
560,14 Acertos,604,"R$ 1.275,13"
560,13 Acertos,20649,"R$ 12,50"
560,12 Acertos,244953,"R$ 5,00"
560,11 Acertos,1235083,"R$ 2,50"
559,15 Acertos,8,"R$ 201.461,22"
559,14 Acertos,686,"R$ 1.438,40"
559,13 Acertos,19343,"R$ 12,50"
559,12 Acertos,226706,"R$ 5,00"
559,11 Acertos,1195704,"R$ 2,50"
558,15 Acertos,4,"R$ 363.422,60"
558,14 Acertos,799,"R$ 1.113,91"
558,13 Acertos,22708,"R$ 12,50"
558,12 Acertos,236911,"R$ 5,00"
558,11 Acertos,1159379,"R$ 2,50"
557,15 Acertos,8,"R$ 190.268,59"
557,14 Acertos,861,"R$ 1.082,37"
557,13 Acertos,18470,"R$ 12,50"
557,12 Acertos,244201,"R$ 5,00"
557,11 Acertos,1257223,"R$ 2,50"
556,15 Acertos,1,"R$ 1.649.889,50"
556,14 Acertos,410,"R$ 1.724,62"
556,13 Acertos,16469,"R$ 12,50"
556,12 Acertos,214203,"R$ 5,00"
556,11 Acertos,1182087,"R$ 2,50"
555,15 Acertos,2,"R$ 934.301,32"
555,14 Acertos,367,"R$ 2.182,10"
555,13 Acertos,15698,"R$ 12,50"
555,12 Acertos,200568,"R$ 5,00"
555,11 Acertos,1148222,"R$ 2,50"
554,15 Acertos,2,"R$ 808.008,00"
554,14 Acertos,921,"R$ 1.074,26"
554,13 Acertos,19962,"R$ 12,50"
554,12 Acertos,225349,"R$ 5,00"
554,11 Acertos,1190896,"R$ 2,50"
553,15 Acertos,6,"R$ 236.490,57"
553,14 Acertos,552,"R$ 1.101,66"
553,13 Acertos,21395,"R$ 12,50"
553,12 Acertos,258936,"R$ 5,00"
553,11 Acertos,1319433,"R$ 2,50"
566,15 Acertos,1,"R$ 1.442.873,72"
566,14 Acertos,597,"R$ 1.479,71"
566,13 Acertos,19734,"R$ 12,50"
566,12 Acertos,269743,"R$ 5,00"
566,11 Acertos,1352743,"R$ 2,50"
552,15 Acertos,5,"R$ 300.996,01"
552,14 Acertos,534,"R$ 1.207,85"
552,13 Acertos,18315,"R$ 12,50"
552,12 Acertos,219362,"R$ 5,00"
552,11 Acertos,1196146,"R$ 2,50"
551,15 Acertos,4,"R$ 1.006.624,34"
551,14 Acertos,516,"R$ 1.842,71"
551,13 Acertos,19374,"R$ 12,50"
551,12 Acertos,251668,"R$ 5,00"
551,11 Acertos,1412653,"R$ 2,50"
565,15 Acertos,4,"R$ 387.484,25"
565,14 Acertos,696,"R$ 1.363,42"
565,13 Acertos,26403,"R$ 12,50"
565,12 Acertos,308783,"R$ 5,00"
565,11 Acertos,1310061,"R$ 2,50"
564,15 Acertos,6,"R$ 174.322,76"
564,14 Acertos,1484,"R$ 431,51"
564,13 Acertos,35027,"R$ 12,50"
564,12 Acertos,318247,"R$ 5,00"
564,11 Acertos,1357895,"R$ 2,50"
563,15 Acertos,1,"R$ 3.849.193,68"
563,14 Acertos,549,"R$ 1.698,66"
563,13 Acertos,22041,"R$ 12,50"
563,12 Acertos,247821,"R$ 5,00"
563,11 Acertos,1352794,"R$ 2,50"
562,15 Acertos,0,"R$ 0,00"
562,14 Acertos,426,"R$ 1.683,32"
562,13 Acertos,15885,"R$ 12,50"
562,12 Acertos,219713,"R$ 5,00"
562,11 Acertos,1121876,"R$ 2,50"
549,15 Acertos,3,"R$ 547.465,83"
549,14 Acertos,516,"R$ 1.364,12"
549,13 Acertos,17316,"R$ 12,50"
549,12 Acertos,218298,"R$ 5,00"
549,11 Acertos,1163801,"R$ 2,50"
548,15 Acertos,3,"R$ 511.311,21"
548,14 Acertos,499,"R$ 1.317,44"
548,13 Acertos,15092,"R$ 12,50"
548,12 Acertos,207442,"R$ 5,00"
548,11 Acertos,1225078,"R$ 2,50"
545,15 Acertos,5,"R$ 243.944,00"
545,14 Acertos,559,"R$ 1.335,89"
545,13 Acertos,19089,"R$ 12,50"
545,12 Acertos,255175,"R$ 5,00"
545,11 Acertos,1318074,"R$ 2,50"
546,15 Acertos,10,"R$ 99.495,51"
546,14 Acertos,1362,"R$ 447,25"
546,13 Acertos,29268,"R$ 12,50"
546,12 Acertos,298934,"R$ 5,00"
546,11 Acertos,1399866,"R$ 2,50"
544,15 Acertos,8,"R$ 131.506,97"
544,14 Acertos,1188,"R$ 542,18"
544,13 Acertos,26674,"R$ 12,50"
544,12 Acertos,264609,"R$ 5,00"
544,11 Acertos,1304943,"R$ 2,50"
543,15 Acertos,1,"R$ 1.258.973,12"
543,14 Acertos,566,"R$ 1.361,83"
543,13 Acertos,16716,"R$ 12,50"
543,12 Acertos,186405,"R$ 5,00"
543,11 Acertos,907421,"R$ 2,50"
542,15 Acertos,2,"R$ 780.319,96"
542,14 Acertos,251,"R$ 2.664,72"
542,13 Acertos,11695,"R$ 12,50"
542,12 Acertos,171471,"R$ 5,00"
542,11 Acertos,964323,"R$ 2,50"
541,15 Acertos,13,"R$ 106.439,22"
541,14 Acertos,697,"R$ 1.215,45"
541,13 Acertos,20672,"R$ 12,50"
541,12 Acertos,235534,"R$ 5,00"
541,11 Acertos,1177329,"R$ 2,50"
540,15 Acertos,2,"R$ 724.630,15"
540,14 Acertos,353,"R$ 1.759,52"
540,13 Acertos,15332,"R$ 12,50"
540,12 Acertos,216759,"R$ 5,00"
540,11 Acertos,1082704,"R$ 2,50"
539,15 Acertos,2,"R$ 701.454,48"
539,14 Acertos,575,"R$ 1.493,78"
539,13 Acertos,20840,"R$ 12,50"
539,12 Acertos,234195,"R$ 5,00"
539,11 Acertos,1245413,"R$ 2,50"
538,15 Acertos,2,"R$ 864.843,03"
538,14 Acertos,308,"R$ 2.406,80"
538,13 Acertos,12973,"R$ 12,50"
538,12 Acertos,188621,"R$ 5,00"
538,11 Acertos,1136757,"R$ 2,50"
537,15 Acertos,3,"R$ 505.475,29"
537,14 Acertos,498,"R$ 1.305,01"
537,13 Acertos,15557,"R$ 12,50"
537,12 Acertos,185784,"R$ 5,00"
537,11 Acertos,967245,"R$ 2,50"
536,15 Acertos,3,"R$ 358.144,31"
536,14 Acertos,380,"R$ 1.211,77"
536,13 Acertos,16892,"R$ 12,50"
536,12 Acertos,233261,"R$ 5,00"
536,11 Acertos,1174458,"R$ 2,50"
533,15 Acertos,2,"R$ 825.816,73"
533,14 Acertos,563,"R$ 1.257,27"
533,13 Acertos,19464,"R$ 12,50"
533,12 Acertos,217320,"R$ 5,00"
533,11 Acertos,1115689,"R$ 2,50"
534,15 Acertos,8,"R$ 141.434,12"
534,14 Acertos,651,"R$ 1.064,11"
534,13 Acertos,21381,"R$ 12,50"
534,12 Acertos,246416,"R$ 5,00"
534,11 Acertos,1296022,"R$ 2,50"
532,15 Acertos,4,"R$ 260.411,23"
532,14 Acertos,856,"R$ 745,02"
532,13 Acertos,27798,"R$ 12,50"
532,12 Acertos,290052,"R$ 5,00"
532,11 Acertos,1324573,"R$ 2,50"
531,15 Acertos,1,"R$ 1.750.987,00"
531,14 Acertos,357,"R$ 2.102,03"
531,13 Acertos,13299,"R$ 12,50"
531,12 Acertos,188391,"R$ 5,00"
531,11 Acertos,1214710,"R$ 2,50"
530,15 Acertos,2,"R$ 921.212,78"
530,14 Acertos,332,"R$ 2.378,35"
530,13 Acertos,13200,"R$ 12,50"
530,12 Acertos,183705,"R$ 5,00"
530,11 Acertos,1071544,"R$ 2,50"
550,15 Acertos,0,"R$ 0,00"
550,14 Acertos,364,"R$ 2.128,59"
550,13 Acertos,14046,"R$ 12,50"
550,12 Acertos,182316,"R$ 5,00"
550,11 Acertos,1038543,"R$ 2,50"
526,15 Acertos,4,"R$ 348.184,93"
526,14 Acertos,410,"R$ 1.455,83"
526,13 Acertos,17338,"R$ 12,50"
526,12 Acertos,207248,"R$ 5,00"
526,11 Acertos,1171704,"R$ 2,50"
547,15 Acertos,4,"R$ 364.055,20"
547,14 Acertos,525,"R$ 1.188,75"
547,13 Acertos,18363,"R$ 12,50"
547,12 Acertos,219631,"R$ 5,00"
547,11 Acertos,1162495,"R$ 2,50"
524,15 Acertos,4,"R$ 333.599,98"
524,14 Acertos,551,"R$ 1.482,72"
524,13 Acertos,17994,"R$ 12,50"
524,12 Acertos,201564,"R$ 5,00"
524,11 Acertos,1085636,"R$ 2,50"
523,15 Acertos,2,"R$ 777.355,86"
523,14 Acertos,675,"R$ 1.410,16"
523,13 Acertos,20538,"R$ 12,50"
523,12 Acertos,221803,"R$ 5,00"
523,11 Acertos,1234488,"R$ 2,50"
522,15 Acertos,1,"R$ 1.779.817,90"
522,14 Acertos,341,"R$ 2.236,89"
522,13 Acertos,15323,"R$ 12,50"
522,12 Acertos,198246,"R$ 5,00"
522,11 Acertos,1114898,"R$ 2,50"
521,15 Acertos,4,"R$ 320.079,25"
521,14 Acertos,617,"R$ 1.270,44"
521,13 Acertos,22112,"R$ 12,50"
521,12 Acertos,255951,"R$ 5,00"
521,11 Acertos,1431712,"R$ 2,50"
520,15 Acertos,5,"R$ 304.073,80"
520,14 Acertos,787,"R$ 1.182,76"
520,13 Acertos,22526,"R$ 12,50"
520,12 Acertos,241184,"R$ 5,00"
520,11 Acertos,1169925,"R$ 2,50"
519,15 Acertos,8,"R$ 70.254,06"
519,14 Acertos,1120,"R$ 307,23"
519,13 Acertos,33226,"R$ 12,50"
519,12 Acertos,297943,"R$ 5,00"
519,11 Acertos,1208184,"R$ 2,50"
535,15 Acertos,8,"R$ 105.001,52"
535,14 Acertos,1498,"R$ 343,31"
535,13 Acertos,40961,"R$ 12,50"
535,12 Acertos,360660,"R$ 5,00"
535,11 Acertos,1416452,"R$ 2,50"
518,15 Acertos,1,"R$ 1.704.237,56"
518,14 Acertos,309,"R$ 2.363,72"
518,13 Acertos,12294,"R$ 12,50"
518,12 Acertos,175675,"R$ 5,00"
518,11 Acertos,964462,"R$ 2,50"
517,15 Acertos,1,"R$ 1.293.222,34"
517,14 Acertos,453,"R$ 1.223,49"
517,13 Acertos,18492,"R$ 12,50"
517,12 Acertos,238232,"R$ 5,00"
517,11 Acertos,1347231,"R$ 2,50"
516,15 Acertos,1,"R$ 1.564.230,58"
516,14 Acertos,472,"R$ 1.420,30"
516,13 Acertos,18207,"R$ 12,50"
516,12 Acertos,210820,"R$ 5,00"
516,11 Acertos,1094470,"R$ 2,50"
515,15 Acertos,6,"R$ 202.043,33"
515,14 Acertos,884,"R$ 839,59"
515,13 Acertos,26458,"R$ 12,50"
515,12 Acertos,288568,"R$ 5,00"
515,11 Acertos,1350255,"R$ 2,50"
529,15 Acertos,1,"R$ 1.744.474,56"
529,14 Acertos,348,"R$ 2.148,37"
529,13 Acertos,13505,"R$ 12,50"
529,12 Acertos,189493,"R$ 5,00"
529,11 Acertos,1126684,"R$ 2,50"
528,15 Acertos,1,"R$ 1.526.533,47"
528,14 Acertos,437,"R$ 1.497,09"
528,13 Acertos,15652,"R$ 12,50"
528,12 Acertos,222396,"R$ 5,00"
528,11 Acertos,1238471,"R$ 2,50"
527,15 Acertos,3,"R$ 464.997,39"
527,14 Acertos,656,"R$ 1.301,94"
527,13 Acertos,21327,"R$ 12,50"
527,12 Acertos,241186,"R$ 5,00"
527,11 Acertos,1166896,"R$ 2,50"
514,15 Acertos,2,"R$ 763.862,20"
514,14 Acertos,595,"R$ 1.100,40"
514,13 Acertos,20989,"R$ 12,50"
514,12 Acertos,218580,"R$ 5,00"
514,11 Acertos,1180373,"R$ 2,50"
513,15 Acertos,5,"R$ 236.824,24"
513,14 Acertos,1040,"R$ 697,08"
513,13 Acertos,26822,"R$ 12,50"
513,12 Acertos,279101,"R$ 5,00"
513,11 Acertos,1423069,"R$ 2,50"
512,15 Acertos,1,"R$ 1.661.076,85"
512,14 Acertos,282,"R$ 2.524,44"
512,13 Acertos,10972,"R$ 12,50"
512,12 Acertos,188835,"R$ 5,00"
512,11 Acertos,919784,"R$ 2,50"
525,15 Acertos,4,"R$ 422.783,22"
525,14 Acertos,494,"R$ 1.467,15"
525,13 Acertos,15966,"R$ 12,50"
525,12 Acertos,212745,"R$ 5,00"
525,11 Acertos,1120415,"R$ 2,50"
510,15 Acertos,4,"R$ 413.048,98"
510,14 Acertos,509,"R$ 1.391,13"
510,13 Acertos,18319,"R$ 12,50"
510,12 Acertos,214225,"R$ 5,00"
510,11 Acertos,1238241,"R$ 2,50"
509,15 Acertos,9,"R$ 160.612,17"
509,14 Acertos,898,"R$ 985,52"
509,13 Acertos,25538,"R$ 12,50"
509,12 Acertos,265722,"R$ 5,00"
509,11 Acertos,1269135,"R$ 2,50"
508,15 Acertos,5,"R$ 281.746,45"
508,14 Acertos,495,"R$ 1.219,68"
508,13 Acertos,19303,"R$ 12,50"
508,12 Acertos,229983,"R$ 5,00"
508,11 Acertos,1116568,"R$ 2,50"
507,15 Acertos,6,"R$ 254.800,40"
507,14 Acertos,406,"R$ 1.613,80"
507,13 Acertos,15636,"R$ 12,50"
507,12 Acertos,212701,"R$ 5,00"
507,11 Acertos,1221538,"R$ 2,50"
506,15 Acertos,1,"R$ 1.526.982,41"
506,14 Acertos,395,"R$ 1.656,76"
506,13 Acertos,14552,"R$ 12,50"
506,12 Acertos,206308,"R$ 5,00"
506,11 Acertos,995591,"R$ 2,50"
504,15 Acertos,0,"R$ 0,00"
504,14 Acertos,274,"R$ 3.099,58"
504,13 Acertos,10689,"R$ 12,50"
504,12 Acertos,162296,"R$ 5,00"
504,11 Acertos,982144,"R$ 2,50"
505,15 Acertos,1,"R$ 3.246.835,18"
505,14 Acertos,210,"R$ 2.581,99"
505,13 Acertos,8418,"R$ 12,50"
505,12 Acertos,125363,"R$ 5,00"
505,11 Acertos,702501,"R$ 2,50"
503,15 Acertos,3,"R$ 422.012,08"
503,14 Acertos,597,"R$ 1.298,36"
503,13 Acertos,38355,"R$ 12,50"
503,12 Acertos,269717,"R$ 5,00"
503,11 Acertos,1289118,"R$ 2,50"
502,15 Acertos,2,"R$ 739.979,76"
502,14 Acertos,457,"R$ 1.387,89"
502,13 Acertos,18368,"R$ 12,50"
502,12 Acertos,226048,"R$ 5,00"
502,11 Acertos,1214288,"R$ 2,50"
501,15 Acertos,9,"R$ 148.820,58"
501,14 Acertos,692,"R$ 1.185,01"
501,13 Acertos,21741,"R$ 12,50"
501,12 Acertos,270699,"R$ 5,00"
501,11 Acertos,1326696,"R$ 2,50"
495,15 Acertos,14,"R$ 69.850,67"
495,14 Acertos,1763,"R$ 339,60"
495,13 Acertos,35188,"R$ 12,50"
495,12 Acertos,315606,"R$ 5,00"
495,11 Acertos,1359905,"R$ 2,50"
500,15 Acertos,11,"R$ 99.248,36"
500,14 Acertos,1761,"R$ 379,56"
500,13 Acertos,41880,"R$ 12,50"
500,12 Acertos,310156,"R$ 5,00"
500,11 Acertos,1174557,"R$ 2,50"
494,15 Acertos,1,"R$ 1.616.972,81"
494,14 Acertos,410,"R$ 1.690,22"
494,13 Acertos,17607,"R$ 12,50"
494,12 Acertos,201733,"R$ 5,00"
494,11 Acertos,1055673,"R$ 2,50"
492,15 Acertos,2,"R$ 571.428,57"
492,14 Acertos,273,"R$ 1.794,13"
492,13 Acertos,10832,"R$ 12,50"
492,12 Acertos,147080,"R$ 5,00"
492,11 Acertos,784911,"R$ 2,50"
493,15 Acertos,1,"R$ 1.153.381,96"
493,14 Acertos,522,"R$ 1.352,78"
493,13 Acertos,16064,"R$ 12,50"
493,12 Acertos,182362,"R$ 5,00"
493,11 Acertos,960295,"R$ 2,50"
497,15 Acertos,1,"R$ 1.452.743,77"
497,14 Acertos,660,"R$ 1.347,62"
497,13 Acertos,19661,"R$ 12,50"
497,12 Acertos,241297,"R$ 5,00"
497,11 Acertos,1275136,"R$ 2,50"
511,15 Acertos,5,"R$ 294.214,41"
511,14 Acertos,751,"R$ 1.199,27"
511,13 Acertos,26939,"R$ 12,50"
511,12 Acertos,251711,"R$ 5,00"
511,11 Acertos,1386659,"R$ 2,50"
491,15 Acertos,10,"R$ 125.888,45"
491,14 Acertos,575,"R$ 1.340,42"
491,13 Acertos,16674,"R$ 12,50"
491,12 Acertos,188823,"R$ 5,00"
491,11 Acertos,1024321,"R$ 2,50"
489,15 Acertos,1,"R$ 1.314.020,28"
489,14 Acertos,773,"R$ 1.040,75"
489,13 Acertos,26471,"R$ 12,50"
489,12 Acertos,262837,"R$ 5,00"
489,11 Acertos,1315551,"R$ 2,50"
490,15 Acertos,3,"R$ 420.057,19"
490,14 Acertos,360,"R$ 1.500,20"
490,13 Acertos,12787,"R$ 12,50"
490,12 Acertos,164246,"R$ 5,00"
490,11 Acertos,889574,"R$ 2,50"
488,15 Acertos,6,"R$ 240.000,26"
488,14 Acertos,456,"R$ 1.353,38"
488,13 Acertos,18355,"R$ 12,50"
488,12 Acertos,219517,"R$ 5,00"
488,11 Acertos,1184568,"R$ 2,50"
487,15 Acertos,5,"R$ 375.735,37"
487,14 Acertos,331,"R$ 2.432,47"
487,13 Acertos,13349,"R$ 12,50"
487,12 Acertos,192877,"R$ 5,00"
487,11 Acertos,1071367,"R$ 2,50"
486,15 Acertos,3,"R$ 384.852,57"
486,14 Acertos,591,"R$ 1.196,06"
486,13 Acertos,21380,"R$ 12,50"
486,12 Acertos,272508,"R$ 5,00"
486,11 Acertos,1295745,"R$ 2,50"
485,15 Acertos,2,"R$ 1.047.362,19"
485,14 Acertos,211,"R$ 4.254,69"
485,13 Acertos,8989,"R$ 12,50"
485,12 Acertos,153197,"R$ 5,00"
485,11 Acertos,967691,"R$ 2,50"
484,15 Acertos,3,"R$ 551.482,24"
484,14 Acertos,695,"R$ 1.020,21"
484,13 Acertos,20032,"R$ 12,50"
484,12 Acertos,224299,"R$ 5,00"
484,11 Acertos,1109636,"R$ 2,50"
483,15 Acertos,5,"R$ 320.893,49"
483,14 Acertos,508,"R$ 1.353,60"
483,13 Acertos,20378,"R$ 12,50"
483,12 Acertos,208730,"R$ 5,00"
483,11 Acertos,1127835,"R$ 2,50"
482,15 Acertos,4,"R$ 433.783,11"
482,14 Acertos,242,"R$ 3.072,84"
482,13 Acertos,11135,"R$ 12,50"
482,12 Acertos,179422,"R$ 5,00"
482,11 Acertos,989180,"R$ 2,50"
481,15 Acertos,7,"R$ 181.112,53"
481,14 Acertos,1081,"R$ 718,03"
481,13 Acertos,26980,"R$ 12,50"
481,12 Acertos,261385,"R$ 5,00"
481,11 Acertos,1224712,"R$ 2,50"
480,15 Acertos,2,"R$ 752.129,78"
480,14 Acertos,484,"R$ 1.331,99"
480,13 Acertos,18602,"R$ 12,50"
480,12 Acertos,214612,"R$ 5,00"
480,11 Acertos,1132768,"R$ 2,50"
498,15 Acertos,1,"R$ 1.500.332,47"
498,14 Acertos,394,"R$ 1.631,98"
498,13 Acertos,19783,"R$ 12,50"
498,12 Acertos,214251,"R$ 5,00"
498,11 Acertos,1145546,"R$ 2,50"
499,15 Acertos,5,"R$ 259.345,38"
499,14 Acertos,668,"R$ 1.188,49"
499,13 Acertos,22310,"R$ 12,50"
499,12 Acertos,232278,"R$ 5,00"
499,11 Acertos,1158584,"R$ 2,50"
478,15 Acertos,7,"R$ 182.665,53"
478,14 Acertos,708,"R$ 1.105,72"
478,13 Acertos,23117,"R$ 12,50"
478,12 Acertos,261931,"R$ 5,00"
478,11 Acertos,1302836,"R$ 2,50"
496,15 Acertos,4,"R$ 270.015,19"
496,14 Acertos,1104,"R$ 598,96"
496,13 Acertos,28763,"R$ 12,50"
496,12 Acertos,286168,"R$ 5,00"
496,11 Acertos,1332039,"R$ 2,50"
477,15 Acertos,8,"R$ 185.196,45"
477,14 Acertos,1382,"R$ 656,35"
477,13 Acertos,36503,"R$ 12,50"
477,12 Acertos,271640,"R$ 5,00"
477,11 Acertos,1163643,"R$ 2,50"
476,15 Acertos,1,"R$ 2.359.556,64"
476,14 Acertos,424,"R$ 1.523,70"
476,13 Acertos,23008,"R$ 12,50"
476,12 Acertos,248333,"R$ 5,00"
476,11 Acertos,1265772,"R$ 2,50"
475,15 Acertos,0,"R$ 0,00"
475,14 Acertos,433,"R$ 1.204,84"
475,13 Acertos,13728,"R$ 12,50"
475,12 Acertos,161087,"R$ 5,00"
475,11 Acertos,821107,"R$ 2,50"
474,15 Acertos,2,"R$ 733.503,80"
474,14 Acertos,461,"R$ 1.363,81"
474,13 Acertos,17059,"R$ 12,50"
474,12 Acertos,207057,"R$ 5,00"
474,11 Acertos,1118403,"R$ 2,50"
472,15 Acertos,3,"R$ 552.536,31"
472,14 Acertos,446,"R$ 1.592,83"
472,13 Acertos,14550,"R$ 12,50"
472,12 Acertos,226525,"R$ 5,00"
472,11 Acertos,1064480,"R$ 2,50"
473,15 Acertos,8,"R$ 154.499,63"
473,14 Acertos,724,"R$ 1.045,21"
473,13 Acertos,22640,"R$ 12,50"
473,12 Acertos,257219,"R$ 5,00"
473,11 Acertos,1324486,"R$ 2,50"
471,15 Acertos,1,"R$ 1.727.808,67"
471,14 Acertos,314,"R$ 2.358,25"
471,13 Acertos,14393,"R$ 12,50"
