Concurso,Faixa,Ganhadores,Prêmio
471,12 Acertos,182221,"R$ 5,00"
471,11 Acertos,1128926,"R$ 2,50"
469,15 Acertos,3,"R$ 465.357,53"
469,14 Acertos,617,"R$ 1.385,31"
469,13 Acertos,17705,"R$ 12,50"
469,12 Acertos,208381,"R$ 5,00"
469,11 Acertos,1155000,"R$ 2,50"
470,15 Acertos,3,"R$ 390.100,47"
470,14 Acertos,576,"R$ 1.243,94"
470,13 Acertos,23017,"R$ 12,50"
470,12 Acertos,268187,"R$ 5,00"
470,11 Acertos,1174744,"R$ 2,50"
464,15 Acertos,2,"R$ 966.866,22"
464,14 Acertos,530,"R$ 1.563,66"
464,13 Acertos,23200,"R$ 12,50"
464,12 Acertos,213995,"R$ 5,00"
464,11 Acertos,1175939,"R$ 2,50"
462,15 Acertos,0,"R$ 0,00"
462,14 Acertos,558,"R$ 1.285,88"
462,13 Acertos,19875,"R$ 12,50"
462,12 Acertos,265357,"R$ 5,00"
462,11 Acertos,1274994,"R$ 2,50"
463,15 Acertos,7,"R$ 515.681,63"
463,14 Acertos,1196,"R$ 990,83"
463,13 Acertos,31408,"R$ 12,50"
463,12 Acertos,347878,"R$ 5,00"
463,11 Acertos,1782660,"R$ 2,50"
461,15 Acertos,5,"R$ 287.640,29"
461,14 Acertos,698,"R$ 1.261,50"
461,13 Acertos,24686,"R$ 12,50"
461,12 Acertos,324355,"R$ 5,00"
461,11 Acertos,1647498,"R$ 2,50"
460,15 Acertos,8,"R$ 214.569,91"
460,14 Acertos,645,"R$ 1.140,57"
460,13 Acertos,20777,"R$ 12,50"
460,12 Acertos,239996,"R$ 5,00"
460,11 Acertos,1235607,"R$ 2,50"
459,15 Acertos,3,"R$ 367.854,54"
459,14 Acertos,757,"R$ 892,53"
459,13 Acertos,31694,"R$ 10,00"
459,12 Acertos,283370,"R$ 4,00"
459,11 Acertos,1385273,"R$ 2,00"
479,15 Acertos,1,"R$ 1.250.813,46"
479,14 Acertos,607,"R$ 1.261,62"
479,13 Acertos,21383,"R$ 12,50"
479,12 Acertos,258022,"R$ 5,00"
479,11 Acertos,1403421,"R$ 2,50"
458,15 Acertos,5,"R$ 311.957,52"
458,14 Acertos,855,"R$ 1.116,92"
458,13 Acertos,29344,"R$ 10,00"
458,12 Acertos,311187,"R$ 4,00"
458,11 Acertos,1553849,"R$ 2,00"
457,15 Acertos,1,"R$ 1.741.731,78"
457,14 Acertos,407,"R$ 1.834,05"
457,13 Acertos,17580,"R$ 10,00"
457,12 Acertos,298630,"R$ 4,00"
457,11 Acertos,1634482,"R$ 2,00"
456,15 Acertos,7,"R$ 178.670,79"
456,14 Acertos,785,"R$ 975,45"
456,13 Acertos,27862,"R$ 10,00"
456,12 Acertos,346024,"R$ 4,00"
456,11 Acertos,1732830,"R$ 2,00"
455,15 Acertos,8,"R$ 457.924,97"
455,14 Acertos,729,"R$ 1.208,83"
455,13 Acertos,29024,"R$ 10,00"
455,12 Acertos,362409,"R$ 4,00"
455,11 Acertos,1966307,"R$ 2,00"
454,15 Acertos,0,"R$ 0,00"
454,14 Acertos,485,"R$ 1.420,19"
454,13 Acertos,20691,"R$ 10,00"
454,12 Acertos,261766,"R$ 4,00"
454,11 Acertos,1519792,"R$ 2,00"
453,15 Acertos,4,"R$ 1.057.914,21"
453,14 Acertos,781,"R$ 1.178,05"
453,13 Acertos,29034,"R$ 10,00"
453,12 Acertos,359976,"R$ 4,00"
453,11 Acertos,1939899,"R$ 2,00"
452,15 Acertos,0,"R$ 0,00"
452,14 Acertos,336,"R$ 2.659,27"
452,13 Acertos,13228,"R$ 10,00"
452,12 Acertos,207555,"R$ 4,00"
452,11 Acertos,1271237,"R$ 2,00"
451,15 Acertos,9,"R$ 155.083,09"
451,14 Acertos,1074,"R$ 795,66"
451,13 Acertos,30935,"R$ 10,00"
451,12 Acertos,351167,"R$ 4,00"
451,11 Acertos,1692152,"R$ 2,00"
468,15 Acertos,8,"R$ 191.492,28"
468,14 Acertos,954,"R$ 983,14"
468,13 Acertos,23771,"R$ 12,50"
468,12 Acertos,268374,"R$ 5,00"
468,11 Acertos,1260272,"R$ 2,50"
466,15 Acertos,1,"R$ 1.976.545,27"
466,14 Acertos,328,"R$ 2.582,60"
466,13 Acertos,13667,"R$ 12,50"
466,12 Acertos,199100,"R$ 5,00"
466,11 Acertos,1156871,"R$ 2,50"
465,15 Acertos,2,"R$ 830.150,42"
465,14 Acertos,455,"R$ 1.563,86"
465,13 Acertos,20974,"R$ 12,50"
465,12 Acertos,246908,"R$ 5,00"
465,11 Acertos,1400828,"R$ 2,50"
450,15 Acertos,3,"R$ 1.403.449,06"
450,14 Acertos,460,"R$ 2.296,05"
450,13 Acertos,19788,"R$ 10,00"
450,12 Acertos,268293,"R$ 4,00"
450,11 Acertos,1642129,"R$ 2,00"
467,15 Acertos,5,"R$ 396.907,31"
467,14 Acertos,565,"R$ 1.505,34"
467,13 Acertos,17521,"R$ 12,50"
467,12 Acertos,213037,"R$ 5,00"
467,11 Acertos,1251469,"R$ 2,50"
445,15 Acertos,4,"R$ 390.412,33"
445,14 Acertos,603,"R$ 1.109,92"
445,13 Acertos,23103,"R$ 10,00"
445,12 Acertos,266477,"R$ 4,00"
445,11 Acertos,1430795,"R$ 2,00"
444,15 Acertos,4,"R$ 458.498,53"
444,14 Acertos,451,"R$ 1.742,79"
444,13 Acertos,15044,"R$ 10,00"
444,12 Acertos,195211,"R$ 4,00"
444,11 Acertos,1144892,"R$ 2,00"
443,15 Acertos,4,"R$ 417.926,72"
443,14 Acertos,508,"R$ 1.410,33"
443,13 Acertos,20967,"R$ 10,00"
443,12 Acertos,261631,"R$ 4,00"
443,11 Acertos,1477085,"R$ 2,00"
449,15 Acertos,0,"R$ 0,00"
449,14 Acertos,522,"R$ 1.433,44"
449,13 Acertos,18788,"R$ 10,00"
449,12 Acertos,250501,"R$ 4,00"
449,11 Acertos,1422374,"R$ 2,00"
448,15 Acertos,1,"R$ 1.329.469,54"
448,14 Acertos,435,"R$ 1.309,82"
448,13 Acertos,17496,"R$ 10,00"
448,12 Acertos,247609,"R$ 4,00"
448,11 Acertos,1473482,"R$ 2,00"
447,15 Acertos,3,"R$ 589.834,33"
447,14 Acertos,409,"R$ 1.854,18"
447,13 Acertos,19802,"R$ 10,00"
447,12 Acertos,222597,"R$ 4,00"
447,11 Acertos,1314025,"R$ 2,00"
442,15 Acertos,8,"R$ 158.181,99"
442,14 Acertos,670,"R$ 1.156,37"
442,13 Acertos,20117,"R$ 10,00"
442,12 Acertos,265028,"R$ 4,00"
442,11 Acertos,1362847,"R$ 2,00"
441,15 Acertos,1,"R$ 1.478.453,20"
441,14 Acertos,476,"R$ 1.331,14"
441,13 Acertos,19887,"R$ 10,00"
441,12 Acertos,275351,"R$ 4,00"
441,11 Acertos,1618369,"R$ 2,00"
440,15 Acertos,4,"R$ 324.801,29"
440,14 Acertos,620,"R$ 1.282,95"
440,13 Acertos,21684,"R$ 10,00"
440,12 Acertos,279245,"R$ 4,00"
440,11 Acertos,1477709,"R$ 2,00"
438,15 Acertos,2,"R$ 463.833,28"
438,14 Acertos,705,"R$ 805,61"
438,13 Acertos,24534,"R$ 10,00"
438,12 Acertos,308933,"R$ 4,00"
438,11 Acertos,1434620,"R$ 2,00"
437,15 Acertos,1,"R$ 1.623.920,99"
437,14 Acertos,491,"R$ 1.417,45"
437,13 Acertos,20628,"R$ 10,00"
437,12 Acertos,248500,"R$ 4,00"
437,11 Acertos,1293534,"R$ 2,00"
436,15 Acertos,4,"R$ 375.002,23"
436,14 Acertos,566,"R$ 1.135,80"
436,13 Acertos,18007,"R$ 10,00"
436,12 Acertos,221994,"R$ 4,00"
436,11 Acertos,1270949,"R$ 2,00"
435,15 Acertos,2,"R$ 690.715,03"
435,14 Acertos,359,"R$ 1.649,14"
435,13 Acertos,14484,"R$ 10,00"
435,12 Acertos,215823,"R$ 4,00"
435,11 Acertos,1337639,"R$ 2,00"
434,15 Acertos,3,"R$ 388.361,81"
434,14 Acertos,595,"R$ 1.198,85"
434,13 Acertos,19268,"R$ 10,00"
434,12 Acertos,232834,"R$ 4,00"
434,11 Acertos,1277729,"R$ 2,00"
433,15 Acertos,4,"R$ 345.730,12"
433,14 Acertos,474,"R$ 1.250,38"
433,13 Acertos,19541,"R$ 10,00"
433,12 Acertos,270976,"R$ 4,00"
433,11 Acertos,1478893,"R$ 2,00"
432,15 Acertos,12,"R$ 119.469,82"
432,14 Acertos,1151,"R$ 762,58"
432,13 Acertos,26062,"R$ 10,00"
432,12 Acertos,270390,"R$ 4,00"
432,11 Acertos,1329532,"R$ 2,00"
430,15 Acertos,1,"R$ 1.275.129,30"
430,14 Acertos,407,"R$ 1.342,72"
430,13 Acertos,18378,"R$ 10,00"
430,12 Acertos,236449,"R$ 4,00"
430,11 Acertos,1404782,"R$ 2,00"
431,15 Acertos,3,"R$ 355.534,38"
431,14 Acertos,727,"R$ 898,24"
431,13 Acertos,25503,"R$ 10,00"
431,12 Acertos,386807,"R$ 4,00"
431,11 Acertos,1640128,"R$ 2,00"
429,15 Acertos,7,"R$ 168.970,74"
429,14 Acertos,1066,"R$ 679,32"
429,13 Acertos,28810,"R$ 10,00"
429,12 Acertos,338670,"R$ 4,00"
429,11 Acertos,1536903,"R$ 2,00"
428,15 Acertos,2,"R$ 666.581,88"
428,14 Acertos,382,"R$ 1.495,69"
428,13 Acertos,25391,"R$ 10,00"
428,12 Acertos,265762,"R$ 4,00"
428,11 Acertos,1327398,"R$ 2,00"
425,15 Acertos,6,"R$ 578.407,86"
425,14 Acertos,708,"R$ 1.095,75"
425,13 Acertos,26922,"R$ 10,00"
425,12 Acertos,345096,"R$ 4,00"
425,11 Acertos,1928442,"R$ 2,00"
424,15 Acertos,0,"R$ 0,00"
424,14 Acertos,329,"R$ 2.162,75"
424,13 Acertos,14344,"R$ 10,00"
424,12 Acertos,209080,"R$ 4,00"
424,11 Acertos,1284777,"R$ 2,00"
422,15 Acertos,11,"R$ 91.352,80"
422,14 Acertos,1108,"R$ 555,26"
422,13 Acertos,32327,"R$ 10,00"
422,12 Acertos,310368,"R$ 4,00"
422,11 Acertos,1327303,"R$ 2,00"
439,15 Acertos,3,"R$ 331.827,03"
439,14 Acertos,1050,"R$ 580,45"
439,13 Acertos,31931,"R$ 10,00"
439,12 Acertos,341529,"R$ 4,00"
439,11 Acertos,1652570,"R$ 2,00"
421,15 Acertos,2,"R$ 656.440,63"
421,14 Acertos,572,"R$ 983,68"
421,13 Acertos,28873,"R$ 10,00"
421,12 Acertos,248920,"R$ 4,00"
421,11 Acertos,1412541,"R$ 2,00"
420,15 Acertos,3,"R$ 440.611,68"
420,14 Acertos,467,"R$ 1.213,06"
420,13 Acertos,14512,"R$ 10,00"
420,12 Acertos,191755,"R$ 4,00"
420,11 Acertos,1085486,"R$ 2,00"
418,15 Acertos,4,"R$ 299.058,14"
418,14 Acertos,585,"R$ 876,36"
418,13 Acertos,17760,"R$ 10,00"
418,12 Acertos,201772,"R$ 4,00"
418,11 Acertos,1160590,"R$ 2,00"
417,15 Acertos,1,"R$ 1.093.879,81"
417,14 Acertos,517,"R$ 906,78"
417,13 Acertos,20670,"R$ 10,00"
417,12 Acertos,269076,"R$ 4,00"
417,11 Acertos,1441878,"R$ 2,00"
426,15 Acertos,2,"R$ 726.104,90"
426,14 Acertos,951,"R$ 934,91"
426,13 Acertos,25317,"R$ 10,00"
426,12 Acertos,292035,"R$ 4,00"
426,11 Acertos,1325120,"R$ 2,00"
415,15 Acertos,5,"R$ 253.888,86"
415,14 Acertos,612,"R$ 888,97"
415,13 Acertos,27538,"R$ 10,00"
415,12 Acertos,309040,"R$ 4,00"
415,11 Acertos,1565600,"R$ 2,00"
423,15 Acertos,1,"R$ 1.216.110,88"
423,14 Acertos,410,"R$ 1.271,20"
423,13 Acertos,17740,"R$ 10,00"
423,12 Acertos,256631,"R$ 4,00"
423,11 Acertos,1403461,"R$ 2,00"
414,15 Acertos,1,"R$ 1.338.329,90"
414,14 Acertos,470,"R$ 1.220,36"
414,13 Acertos,21468,"R$ 10,00"
414,12 Acertos,293063,"R$ 4,00"
414,11 Acertos,1295176,"R$ 2,00"
413,15 Acertos,4,"R$ 397.925,72"
413,14 Acertos,593,"R$ 1.150,35"
413,13 Acertos,18784,"R$ 10,00"
413,12 Acertos,224653,"R$ 4,00"
413,11 Acertos,1290202,"R$ 2,00"
412,15 Acertos,1,"R$ 1.710.946,58"
412,14 Acertos,373,"R$ 1.965,86"
412,13 Acertos,12969,"R$ 10,00"
412,12 Acertos,171721,"R$ 4,00"
412,11 Acertos,1097290,"R$ 2,00"
411,15 Acertos,4,"R$ 381.115,94"
411,14 Acertos,766,"R$ 852,93"
411,13 Acertos,25330,"R$ 10,00"
411,12 Acertos,253883,"R$ 4,00"
411,11 Acertos,1353830,"R$ 2,00"
427,15 Acertos,2,"R$ 886.616,18"
427,14 Acertos,434,"R$ 1.751,05"
427,13 Acertos,17269,"R$ 10,00"
427,12 Acertos,247243,"R$ 4,00"
427,11 Acertos,1264170,"R$ 2,00"
410,15 Acertos,3,"R$ 383.338,36"
410,14 Acertos,542,"R$ 909,35"
410,13 Acertos,20218,"R$ 10,00"
410,12 Acertos,273463,"R$ 4,00"
410,11 Acertos,1433295,"R$ 2,00"
409,15 Acertos,7,"R$ 217.932,87"
409,14 Acertos,715,"R$ 914,41"
409,13 Acertos,34068,"R$ 10,00"
409,12 Acertos,265339,"R$ 4,00"
409,11 Acertos,1290730,"R$ 2,00"
446,15 Acertos,5,"R$ 302.724,08"
446,14 Acertos,651,"R$ 1.423,51"
446,13 Acertos,22372,"R$ 10,00"
446,12 Acertos,254065,"R$ 4,00"
446,11 Acertos,1230063,"R$ 2,00"
408,15 Acertos,6,"R$ 246.627,48"
408,14 Acertos,707,"R$ 897,01"
408,13 Acertos,34309,"R$ 10,00"
408,12 Acertos,225407,"R$ 4,00"
408,11 Acertos,1244916,"R$ 2,00"
407,15 Acertos,3,"R$ 482.750,73"
407,14 Acertos,385,"R$ 1.612,15"
407,13 Acertos,16370,"R$ 10,00"
407,12 Acertos,218984,"R$ 4,00"
407,11 Acertos,1272669,"R$ 2,00"
406,15 Acertos,2,"R$ 810.235,41"
406,14 Acertos,351,"R$ 1.978,60"
406,13 Acertos,13344,"R$ 10,00"
406,12 Acertos,226037,"R$ 4,00"
406,11 Acertos,1165504,"R$ 2,00"
405,15 Acertos,4,"R$ 394.040,40"
405,14 Acertos,522,"R$ 1.294,06"
405,13 Acertos,17915,"R$ 10,00"
405,12 Acertos,232083,"R$ 4,00"
405,11 Acertos,1337718,"R$ 2,00"
404,15 Acertos,10,"R$ 140.051,17"
404,14 Acertos,1945,"R$ 308,60"
404,13 Acertos,38916,"R$ 10,00"
404,12 Acertos,340364,"R$ 4,00"
404,11 Acertos,1333220,"R$ 2,00"
403,15 Acertos,1,"R$ 1.372.832,11"
403,14 Acertos,319,"R$ 1.844,38"
403,13 Acertos,13940,"R$ 10,00"
403,12 Acertos,218692,"R$ 4,00"
403,11 Acertos,1337929,"R$ 2,00"
402,15 Acertos,3,"R$ 640.021,04"
402,14 Acertos,298,"R$ 2.761,36"
402,13 Acertos,12055,"R$ 10,00"
402,12 Acertos,184681,"R$ 4,00"
402,11 Acertos,1178887,"R$ 2,00"
419,15 Acertos,10,"R$ 170.853,39"
419,14 Acertos,669,"R$ 1.094,51"
419,13 Acertos,17576,"R$ 10,00"
419,12 Acertos,193868,"R$ 4,00"
419,11 Acertos,1059789,"R$ 2,00"
401,15 Acertos,4,"R$ 421.490,77"
401,14 Acertos,339,"R$ 2.131,43"
401,13 Acertos,14147,"R$ 10,00"
401,12 Acertos,207925,"R$ 4,00"
401,11 Acertos,1185040,"R$ 2,00"
400,15 Acertos,2,"R$ 869.374,43"
400,14 Acertos,394,"R$ 1.891,31"
400,13 Acertos,16987,"R$ 10,00"
400,12 Acertos,247550,"R$ 4,00"
400,11 Acertos,1282388,"R$ 2,00"
399,15 Acertos,6,"R$ 241.918,74"
399,14 Acertos,902,"R$ 689,67"
399,13 Acertos,29339,"R$ 10,00"
399,12 Acertos,275256,"R$ 4,00"
399,11 Acertos,1277274,"R$ 2,00"
398,15 Acertos,3,"R$ 484.199,91"
398,14 Acertos,444,"R$ 1.402,13"
398,13 Acertos,20276,"R$ 10,00"
398,12 Acertos,258635,"R$ 4,00"
398,11 Acertos,1456897,"R$ 2,00"
397,15 Acertos,3,"R$ 423.217,58"
397,14 Acertos,571,"R$ 952,96"
397,13 Acertos,26605,"R$ 10,00"
397,12 Acertos,270210,"R$ 4,00"
397,11 Acertos,1300941,"R$ 2,00"
396,15 Acertos,12,"R$ 98.868,70"
396,14 Acertos,1403,"R$ 362,42"
396,13 Acertos,34981,"R$ 10,00"
396,12 Acertos,316500,"R$ 4,00"
396,11 Acertos,1468013,"R$ 2,00"
395,15 Acertos,6,"R$ 195.471,33"
395,14 Acertos,721,"R$ 697,14"
395,13 Acertos,23631,"R$ 10,00"
395,12 Acertos,283504,"R$ 4,00"
395,11 Acertos,1410875,"R$ 2,00"
416,15 Acertos,4,"R$ 363.504,24"
416,14 Acertos,496,"R$ 1.256,35"
416,13 Acertos,18138,"R$ 10,00"
416,12 Acertos,232293,"R$ 4,00"
416,11 Acertos,1241256,"R$ 2,00"
394,15 Acertos,4,"R$ 363.660,08"
394,14 Acertos,689,"R$ 904,82"
394,13 Acertos,25961,"R$ 10,00"
394,12 Acertos,279906,"R$ 4,00"
394,11 Acertos,1402452,"R$ 2,00"
393,15 Acertos,3,"R$ 1.134.703,22"
393,14 Acertos,487,"R$ 1.684,37"
393,13 Acertos,19532,"R$ 10,00"
393,12 Acertos,286635,"R$ 4,00"
393,11 Acertos,1573413,"R$ 2,00"
392,15 Acertos,0,"R$ 0,00"
392,14 Acertos,457,"R$ 1.397,41"
392,13 Acertos,20303,"R$ 10,00"
392,12 Acertos,254042,"R$ 4,00"
392,11 Acertos,1460896,"R$ 2,00"
391,15 Acertos,16,"R$ 55.856,68"
391,14 Acertos,2683,"R$ 142,76"
391,13 Acertos,46805,"R$ 10,00"
391,12 Acertos,355727,"R$ 4,00"
391,11 Acertos,1524094,"R$ 2,00"
390,15 Acertos,2,"R$ 676.763,37"
390,14 Acertos,372,"R$ 1.559,37"
390,13 Acertos,14485,"R$ 10,00"
390,12 Acertos,213528,"R$ 4,00"
390,11 Acertos,1290300,"R$ 2,00"
389,15 Acertos,5,"R$ 508.398,23"
389,14 Acertos,1943,"R$ 223,02"
389,13 Acertos,27337,"R$ 10,00"
389,12 Acertos,306754,"R$ 4,00"
389,11 Acertos,1452691,"R$ 2,00"
388,15 Acertos,0,"R$ 0,00"
388,14 Acertos,362,"R$ 1.812,45"
388,13 Acertos,12984,"R$ 10,00"
388,12 Acertos,198569,"R$ 4,00"
388,11 Acertos,1161589,"R$ 2,00"
387,15 Acertos,11,"R$ 86.423,68"
387,14 Acertos,633,"R$ 643,64"
387,13 Acertos,18843,"R$ 10,00"
387,12 Acertos,212395,"R$ 4,00"
387,11 Acertos,962489,"R$ 2,00"
386,15 Acertos,3,"R$ 490.605,00"
386,14 Acertos,474,"R$ 1.330,75"
386,13 Acertos,19690,"R$ 10,00"
386,12 Acertos,280416,"R$ 4,00"
386,11 Acertos,1499549,"R$ 2,00"
379,15 Acertos,1,"R$ 1.583.155,69"
379,14 Acertos,379,"R$ 1.790,23"
379,13 Acertos,13149,"R$ 10,00"
379,12 Acertos,182312,"R$ 4,00"
379,11 Acertos,1113168,"R$ 2,00"
378,15 Acertos,2,"R$ 614.795,43"
378,14 Acertos,591,"R$ 891,66"
378,13 Acertos,19172,"R$ 10,00"
378,12 Acertos,288777,"R$ 4,00"
378,11 Acertos,1488124,"R$ 2,00"
385,15 Acertos,7,"R$ 156.752,12"
385,14 Acertos,821,"R$ 572,79"
385,13 Acertos,25895,"R$ 10,00"
385,12 Acertos,299177,"R$ 4,00"
385,11 Acertos,1495379,"R$ 2,00"
383,15 Acertos,4,"R$ 349.610,03"
383,14 Acertos,612,"R$ 979,30"
383,13 Acertos,21763,"R$ 10,00"
383,12 Acertos,259218,"R$ 4,00"
383,11 Acertos,1323194,"R$ 2,00"
382,15 Acertos,2,"R$ 768.787,34"
382,14 Acertos,338,"R$ 1.949,59"
382,13 Acertos,15156,"R$ 10,00"
382,12 Acertos,203544,"R$ 4,00"
382,11 Acertos,1257269,"R$ 2,00"
380,15 Acertos,1,"R$ 1.596.209,70"
380,14 Acertos,455,"R$ 1.503,49"
380,13 Acertos,18919,"R$ 10,00"
380,12 Acertos,242645,"R$ 4,00"
380,11 Acertos,1332353,"R$ 2,00"
376,15 Acertos,1,"R$ 1.268.121,68"
376,14 Acertos,513,"R$ 1.059,42"
376,13 Acertos,23503,"R$ 10,00"
376,12 Acertos,257299,"R$ 4,00"
376,11 Acertos,1294636,"R$ 2,00"
375,15 Acertos,4,"R$ 393.090,48"
375,14 Acertos,317,"R$ 2.125,77"
375,13 Acertos,13255,"R$ 10,00"
375,12 Acertos,198729,"R$ 4,00"
375,11 Acertos,1156972,"R$ 2,00"
373,15 Acertos,4,"R$ 265.177,68"
373,14 Acertos,735,"R$ 618,49"
373,13 Acertos,24680,"R$ 10,00"
373,12 Acertos,332598,"R$ 4,00"
373,11 Acertos,1444046,"R$ 2,00"
372,15 Acertos,6,"R$ 554.941,62"
372,14 Acertos,656,"R$ 1.250,57"
372,13 Acertos,24609,"R$ 10,00"
372,12 Acertos,295743,"R$ 4,00"
372,11 Acertos,1640560,"R$ 2,00"
370,15 Acertos,5,"R$ 269.470,63"
370,14 Acertos,492,"R$ 1.173,65"
370,13 Acertos,17793,"R$ 10,00"
370,12 Acertos,233791,"R$ 4,00"
370,11 Acertos,1212825,"R$ 2,00"
369,15 Acertos,1,"R$ 1.415.661,08"
369,14 Acertos,325,"R$ 1.866,81"
369,13 Acertos,15013,"R$ 10,00"
369,12 Acertos,190722,"R$ 4,00"
369,11 Acertos,1114074,"R$ 2,00"
368,15 Acertos,2,"R$ 675.514,68"
368,14 Acertos,416,"R$ 1.391,86"
368,13 Acertos,16521,"R$ 10,00"
368,12 Acertos,233642,"R$ 4,00"
368,11 Acertos,1191140,"R$ 2,00"
367,15 Acertos,39,"R$ 25.430,52"
367,14 Acertos,1459,"R$ 291,33"
367,13 Acertos,29602,"R$ 10,00"
367,12 Acertos,284400,"R$ 4,00"
367,11 Acertos,1349601,"R$ 2,00"
366,15 Acertos,16,"R$ 56.071,97"
366,14 Acertos,1741,"R$ 220,85"
366,13 Acertos,34338,"R$ 10,00"
366,12 Acertos,363612,"R$ 4,00"
366,11 Acertos,1356210,"R$ 2,00"
384,15 Acertos,3,"R$ 412.832,13"
384,14 Acertos,1007,"R$ 527,10"
384,13 Acertos,28988,"R$ 10,00"
384,12 Acertos,324515,"R$ 4,00"
384,11 Acertos,1518682,"R$ 2,00"
377,15 Acertos,2,"R$ 320.234,60"
377,14 Acertos,692,"R$ 396,66"
377,13 Acertos,25917,"R$ 10,00"
377,12 Acertos,320438,"R$ 4,00"
377,11 Acertos,1420841,"R$ 2,00"
365,15 Acertos,2,"R$ 651.227,17"
365,14 Acertos,562,"R$ 993,23"
365,13 Acertos,18388,"R$ 10,00"
365,12 Acertos,238729,"R$ 4,00"
365,11 Acertos,1311049,"R$ 2,00"
364,15 Acertos,3,"R$ 447.199,37"
364,14 Acertos,668,"R$ 860,74"
364,13 Acertos,20646,"R$ 10,00"
364,12 Acertos,252824,"R$ 4,00"
364,11 Acertos,1310968,"R$ 2,00"
381,15 Acertos,17,"R$ 65.578,88"
381,14 Acertos,1354,"R$ 352,87"
381,13 Acertos,31510,"R$ 10,00"
381,12 Acertos,302442,"R$ 4,00"
381,11 Acertos,1484351,"R$ 2,00"
363,15 Acertos,5,"R$ 274.166,02"
363,14 Acertos,668,"R$ 879,49"
363,13 Acertos,19545,"R$ 10,00"
363,12 Acertos,220182,"R$ 4,00"
363,11 Acertos,1174243,"R$ 2,00"
362,15 Acertos,8,"R$ 168.748,37"
362,14 Acertos,638,"R$ 906,85"
362,13 Acertos,21073,"R$ 10,00"
362,12 Acertos,233259,"R$ 4,00"
362,11 Acertos,1335651,"R$ 2,00"
361,15 Acertos,4,"R$ 312.794,76"
361,14 Acertos,484,"R$ 1.107,89"
361,13 Acertos,19120,"R$ 10,00"
361,12 Acertos,242545,"R$ 4,00"
361,11 Acertos,1220594,"R$ 2,00"
360,15 Acertos,2,"R$ 682.532,86"
360,14 Acertos,417,"R$ 1.402,94"
360,13 Acertos,16124,"R$ 10,00"
360,12 Acertos,237726,"R$ 4,00"
360,11 Acertos,1427989,"R$ 2,00"
359,15 Acertos,1,"R$ 1.481.108,40"
359,14 Acertos,300,"R$ 2.115,87"
359,13 Acertos,13923,"R$ 10,00"
359,12 Acertos,188972,"R$ 4,00"
359,11 Acertos,1182581,"R$ 2,00"
358,15 Acertos,2,"R$ 721.234,78"
358,14 Acertos,552,"R$ 1.119,93"
358,13 Acertos,18299,"R$ 10,00"
358,12 Acertos,250995,"R$ 4,00"
358,11 Acertos,1333113,"R$ 2,00"
374,15 Acertos,3,"R$ 518.004,06"
374,14 Acertos,494,"R$ 1.348,19"
374,13 Acertos,16863,"R$ 10,00"
374,12 Acertos,227943,"R$ 4,00"
374,11 Acertos,1350791,"R$ 2,00"
357,15 Acertos,6,"R$ 168.827,59"
357,14 Acertos,1448,"R$ 299,81"
357,13 Acertos,33292,"R$ 10,00"
357,12 Acertos,306828,"R$ 4,00"
357,11 Acertos,1437076,"R$ 2,00"
355,15 Acertos,4,"R$ 289.376,69"
355,14 Acertos,591,"R$ 839,38"
355,13 Acertos,18493,"R$ 10,00"
355,12 Acertos,253429,"R$ 4,00"
355,11 Acertos,1444467,"R$ 2,00"
354,15 Acertos,1,"R$ 1.466.707,15"
354,14 Acertos,436,"R$ 1.441,72"
354,13 Acertos,16846,"R$ 10,00"
354,12 Acertos,236753,"R$ 4,00"
354,11 Acertos,1379307,"R$ 2,00"
353,15 Acertos,14,"R$ 67.443,44"
353,14 Acertos,2000,"R$ 202,33"
353,13 Acertos,44131,"R$ 10,00"
353,12 Acertos,289622,"R$ 4,00"
353,11 Acertos,1252694,"R$ 2,00"
352,15 Acertos,2,"R$ 657.121,53"
352,14 Acertos,565,"R$ 996,90"
352,13 Acertos,23106,"R$ 10,00"
352,12 Acertos,259188,"R$ 4,00"
352,11 Acertos,1343684,"R$ 2,00"
371,15 Acertos,0,"R$ 0,00"
371,14 Acertos,1193,"R$ 508,48"
371,13 Acertos,14611,"R$ 10,00"
371,12 Acertos,222489,"R$ 4,00"
371,11 Acertos,1063063,"R$ 2,00"
351,15 Acertos,2,"R$ 615.440,05"
351,14 Acertos,407,"R$ 1.296,12"
351,13 Acertos,17560,"R$ 10,00"
351,12 Acertos,231726,"R$ 4,00"
351,11 Acertos,1290054,"R$ 2,00"
350,15 Acertos,6,"R$ 218.458,22"
350,14 Acertos,469,"R$ 1.197,76"
350,13 Acertos,16607,"R$ 10,00"
350,12 Acertos,278066,"R$ 4,00"
350,11 Acertos,1360066,"R$ 2,00"
349,15 Acertos,32,"R$ 36.966,12"
349,14 Acertos,27396,"R$ 18,51"
349,13 Acertos,28850,"R$ 10,00"
349,12 Acertos,241867,"R$ 4,00"
349,11 Acertos,1224170,"R$ 2,00"
348,15 Acertos,3,"R$ 492.793,03"
348,14 Acertos,513,"R$ 1.235,07"
348,13 Acertos,19748,"R$ 10,00"
348,12 Acertos,237771,"R$ 4,00"
348,11 Acertos,1287333,"R$ 2,00"
347,15 Acertos,1,"R$ 1.352.922,32"
347,14 Acertos,472,"R$ 1.228,44"
347,13 Acertos,17632,"R$ 10,00"
